,Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
39760,11,6047,7438,JOFL,Johnstown Flood NMEM,2010
39761,12,6213,6336,JOFL,Johnstown Flood NMEM,2010
39762,1,5963,521,JOFL,Johnstown Flood NMEM,2011
39763,2,6170,2491,JOFL,Johnstown Flood NMEM,2011
39764,3,5880,4077,JOFL,Johnstown Flood NMEM,2011
39765,4,7798,10353,JOFL,Johnstown Flood NMEM,2011
39766,5,28398,4929,JOFL,Johnstown Flood NMEM,2011
39767,6,23672,7908,JOFL,Johnstown Flood NMEM,2011
39768,7,23381,8173,JOFL,Johnstown Flood NMEM,2011
39769,8,17419,16759,JOFL,Johnstown Flood NMEM,2011
39770,9,16306,11823,JOFL,Johnstown Flood NMEM,2011
39771,10,5851,23418,JOFL,Johnstown Flood NMEM,2011
39772,11,6115,7917,JOFL,Johnstown Flood NMEM,2011
39773,12,6660,7537,JOFL,Johnstown Flood NMEM,2011
39774,1,6446,1205,JOFL,Johnstown Flood NMEM,2012
39775,2,6590,3293,JOFL,Johnstown Flood NMEM,2012
39776,3,6148,5243,JOFL,Johnstown Flood NMEM,2012
39777,4,8034,14531,JOFL,Johnstown Flood NMEM,2012
39778,5,31765,7572,JOFL,Johnstown Flood NMEM,2012
39779,6,25520,11824,JOFL,Johnstown Flood NMEM,2012
39780,7,25802,12959,JOFL,Johnstown Flood NMEM,2012
39781,8,17645,17569,JOFL,Johnstown Flood NMEM,2012
39782,9,15422,11054,JOFL,Johnstown Flood NMEM,2012
39783,10,5387,21957,JOFL,Johnstown Flood NMEM,2012
39784,11,6246,8881,JOFL,Johnstown Flood NMEM,2012
39785,12,6550,6993,JOFL,Johnstown Flood NMEM,2012
39786,1,6622,1202,JOFL,Johnstown Flood NMEM,2013
39787,2,6699,3454,JOFL,Johnstown Flood NMEM,2013
39788,3,5897,4864,JOFL,Johnstown Flood NMEM,2013
39789,4,8263,15987,JOFL,Johnstown Flood NMEM,2013
39790,5,36857,9341,JOFL,Johnstown Flood NMEM,2013
39791,6,24967,10457,JOFL,Johnstown Flood NMEM,2013
39792,7,23498,12349,JOFL,Johnstown Flood NMEM,2013
39793,8,17107,16867,JOFL,Johnstown Flood NMEM,2013
39794,9,15619,13431,JOFL,Johnstown Flood NMEM,2013
39795,10,2418,15755,JOFL,Johnstown Flood NMEM,2013
39796,11,6416,10278,JOFL,Johnstown Flood NMEM,2013
39797,12,6658,7938,JOFL,Johnstown Flood NMEM,2013
39798,1,5870,1020,JOFL,Johnstown Flood NMEM,2014
39799,2,6072,2623,JOFL,Johnstown Flood NMEM,2014
39800,3,5800,4486,JOFL,Johnstown Flood NMEM,2014
39801,4,7858,13936,JOFL,Johnstown Flood NMEM,2014
39802,5,38748,18155,JOFL,Johnstown Flood NMEM,2014
39803,6,27001,13448,JOFL,Johnstown Flood NMEM,2014
39804,7,24077,17608,JOFL,Johnstown Flood NMEM,2014
39805,8,18942,21520,JOFL,Johnstown Flood NMEM,2014
39806,9,15420,12836,JOFL,Johnstown Flood NMEM,2014
39807,10,3252,20583,JOFL,Johnstown Flood NMEM,2014
39808,11,6164,8198,JOFL,Johnstown Flood NMEM,2014
39809,12,6436,6941,JOFL,Johnstown Flood NMEM,2014
39810,1,5743,910,JOFL,Johnstown Flood NMEM,2015
39811,2,5921,2327,JOFL,Johnstown Flood NMEM,2015
39812,3,5922,5430,JOFL,Johnstown Flood NMEM,2015
39813,4,7308,12096,JOFL,Johnstown Flood NMEM,2015
39814,5,36580,16282,JOFL,Johnstown Flood NMEM,2015
39815,6,25589,12704,JOFL,Johnstown Flood NMEM,2015
39816,7,24928,28602,JOFL,Johnstown Flood NMEM,2015
39817,8,21216,29307,JOFL,Johnstown Flood NMEM,2015
39818,9,16236,18884,JOFL,Johnstown Flood NMEM,2015
39819,10,3363,22269,JOFL,Johnstown Flood NMEM,2015
39820,11,6155,9026,JOFL,Johnstown Flood NMEM,2015
39821,12,6092,5594,JOFL,Johnstown Flood NMEM,2015
39822,1,3846,1020,JOFL,Johnstown Flood NMEM,2016
39823,2,5385,1747,JOFL,Johnstown Flood NMEM,2016
39824,3,5768,4586,JOFL,Johnstown Flood NMEM,2016
39825,4,7753,13047,JOFL,Johnstown Flood NMEM,2016
39826,5,34774,19719,JOFL,Johnstown Flood NMEM,2016
39827,6,24206,11494,JOFL,Johnstown Flood NMEM,2016
39828,7,24754,22572,JOFL,Johnstown Flood NMEM,2016
39829,8,19918,22705,JOFL,Johnstown Flood NMEM,2016
39830,9,15101,14604,JOFL,Johnstown Flood NMEM,2016
39831,10,3350,23243,JOFL,Johnstown Flood NMEM,2016
39832,11,6296,13234,JOFL,Johnstown Flood NMEM,2016
39833,12,6224,6960,JOFL,Johnstown Flood NMEM,2016
39834,1,4076,2017,JOFL,Johnstown Flood NMEM,2017
39835,2,5668,4006,JOFL,Johnstown Flood NMEM,2017
39836,3,6074,5875,JOFL,Johnstown Flood NMEM,2017
39837,4,7809,16493,JOFL,Johnstown Flood NMEM,2017
39838,5,34216,16704,JOFL,Johnstown Flood NMEM,2017
39839,6,25100,17105,JOFL,Johnstown Flood NMEM,2017
39840,7,25511,24087,JOFL,Johnstown Flood NMEM,2017
39841,8,21077,24819,JOFL,Johnstown Flood NMEM,2017
39842,9,15036,16252,JOFL,Johnstown Flood NMEM,2017
39843,10,3460,24231,JOFL,Johnstown Flood NMEM,2017
39844,11,6356,13477,JOFL,Johnstown Flood NMEM,2017
39845,12,6065,6310,JOFL,Johnstown Flood NMEM,2017
39846,1,3876,598,JOFL,Johnstown Flood NMEM,2018
39847,2,5632,3679,JOFL,Johnstown Flood NMEM,2018
39848,3,6032,5874,JOFL,Johnstown Flood NMEM,2018
39849,4,7368,12325,JOFL,Johnstown Flood NMEM,2018
39850,5,33814,15531,JOFL,Johnstown Flood NMEM,2018
39851,6,24233,11281,JOFL,Johnstown Flood NMEM,2018
39852,7,25367,23354,JOFL,Johnstown Flood NMEM,2018
39853,8,20190,19506,JOFL,Johnstown Flood NMEM,2018
39854,9,14918,15644,JOFL,Johnstown Flood NMEM,2018
39855,10,3214,21119,JOFL,Johnstown Flood NMEM,2018
39856,11,6199,12109,JOFL,Johnstown Flood NMEM,2018
39857,12,5954,5249,JOFL,Johnstown Flood NMEM,2018
39858,1,3150,7,JOFL,Johnstown Flood NMEM,2019
39859,2,5508,2482,JOFL,Johnstown Flood NMEM,2019
39860,3,5830,5484,JOFL,Johnstown Flood NMEM,2019
39861,4,7640,13921,JOFL,Johnstown Flood NMEM,2019
39862,5,35399,25716,JOFL,Johnstown Flood NMEM,2019
39863,6,24678,13573,JOFL,Johnstown Flood NMEM,2019
39864,7,25487,24461,JOFL,Johnstown Flood NMEM,2019
39865,8,22159,29160,JOFL,Johnstown Flood NMEM,2019
39866,9,16463,24844,JOFL,Johnstown Flood NMEM,2019
39867,10,3385,24470,JOFL,Johnstown Flood NMEM,2019
39868,11,6182,12444,JOFL,Johnstown Flood NMEM,2019
39869,12,6110,6581,JOFL,Johnstown Flood NMEM,2019
39870,1,3686,2160,JOFL,Johnstown Flood NMEM,2020
39871,2,5644,3802,JOFL,Johnstown Flood NMEM,2020
39872,3,3741,1344,JOFL,Johnstown Flood NMEM,2020
39873,4,3279,0,JOFL,Johnstown Flood NMEM,2020
39874,5,26132,9614,JOFL,Johnstown Flood NMEM,2020
39875,6,20077,3576,JOFL,Johnstown Flood NMEM,2020
39876,7,21616,11011,JOFL,Johnstown Flood NMEM,2020
39877,8,18877,13558,JOFL,Johnstown Flood NMEM,2020
39878,9,18336,13543,JOFL,Johnstown Flood NMEM,2020
39879,10,7538,16177,JOFL,Johnstown Flood NMEM,2020
39880,11,5138,8460,JOFL,Johnstown Flood NMEM,2020
39881,12,3700,4560,JOFL,Johnstown Flood NMEM,2020
39882,1,2712,660,JOFL,Johnstown Flood NMEM,2021
39883,2,3688,1500,JOFL,Johnstown Flood NMEM,2021
39884,3,4838,3193,JOFL,Johnstown Flood NMEM,2021
39885,4,7570,12680,JOFL,Johnstown Flood NMEM,2021
39886,5,26494,16836,JOFL,Johnstown Flood NMEM,2021
39887,6,21550,15292,JOFL,Johnstown Flood NMEM,2021
39888,7,21497,24934,JOFL,Johnstown Flood NMEM,2021
39889,8,20131,19417,JOFL,Johnstown Flood NMEM,2021
39890,9,18008,17740,JOFL,Johnstown Flood NMEM,2021
39891,10,7708,18098,JOFL,Johnstown Flood NMEM,2021
39892,11,7006,12410,JOFL,Johnstown Flood NMEM,2021
39893,12,5242,5894,JOFL,Johnstown Flood NMEM,2021
39894,1,3712,987,JOFL,Johnstown Flood NMEM,2022
39895,2,5406,2616,JOFL,Johnstown Flood NMEM,2022
39896,3,4770,2794,JOFL,Johnstown Flood NMEM,2022
39897,4,7006,10243,JOFL,Johnstown Flood NMEM,2022
39898,5,27498,24495,JOFL,Johnstown Flood NMEM,2022
39899,6,21480,13407,JOFL,Johnstown Flood NMEM,2022
39900,7,20977,22922,JOFL,Johnstown Flood NMEM,2022
39901,8,20383,20375,JOFL,Johnstown Flood NMEM,2022
39902,9,16817,14007,JOFL,Johnstown Flood NMEM,2022
39903,10,7815,18771,JOFL,Johnstown Flood NMEM,2022
39904,11,6808,12002,JOFL,Johnstown Flood NMEM,2022
39905,12,4974,5523,JOFL,Johnstown Flood NMEM,2022
39906,1,4346,1914,JOFL,Johnstown Flood NMEM,2023
39907,2,5598,3721,JOFL,Johnstown Flood NMEM,2023
39908,3,4892,4169,JOFL,Johnstown Flood NMEM,2023
39909,4,7248,11862,JOFL,Johnstown Flood NMEM,2023
39910,5,26722,30821,JOFL,Johnstown Flood NMEM,2023
39911,6,21648,12713,JOFL,Johnstown Flood NMEM,2023
39912,7,21294,21620,JOFL,Johnstown Flood NMEM,2023
39913,8,19222,18248,JOFL,Johnstown Flood NMEM,2023
39914,9,17340,17314,JOFL,Johnstown Flood NMEM,2023
39915,10,7722,18353,JOFL,Johnstown Flood NMEM,2023
39916,11,6839,12241,JOFL,Johnstown Flood NMEM,2023
39917,12,5165,6427,JOFL,Johnstown Flood NMEM,2023
39918,1,0,1517,JOFL,Johnstown Flood NMEM,2024
39919,2,0,2934,JOFL,Johnstown Flood NMEM,2024
39920,3,0,5638,JOFL,Johnstown Flood NMEM,2024
39921,4,0,11286,JOFL,Johnstown Flood NMEM,2024
39922,5,0,12943,JOFL,Johnstown Flood NMEM,2024
39923,6,0,8322,JOFL,Johnstown Flood NMEM,2024
39924,1,117,1684,JOMU,John Muir NHS,2007
39925,2,108,1978,JOMU,John Muir NHS,2007
39926,3,154,2914,JOMU,John Muir NHS,2007
39927,4,121,4461,JOMU,John Muir NHS,2007
39928,5,238,2939,JOMU,John Muir NHS,2007
39929,6,162,2200,JOMU,John Muir NHS,2007
39930,7,133,1737,JOMU,John Muir NHS,2007
39931,8,152,3165,JOMU,John Muir NHS,2007
39932,9,153,2589,JOMU,John Muir NHS,2007
39933,10,149,2972,JOMU,John Muir NHS,2007
39934,11,139,2357,JOMU,John Muir NHS,2007
39935,12,95,1879,JOMU,John Muir NHS,2007
39936,1,163,1629,JOMU,John Muir NHS,2008
39937,2,158,1794,JOMU,John Muir NHS,2008
39938,3,183,2960,JOMU,John Muir NHS,2008
39939,4,181,4676,JOMU,John Muir NHS,2008
39940,5,191,3083,JOMU,John Muir NHS,2008
39941,6,158,1619,JOMU,John Muir NHS,2008
39942,7,126,2410,JOMU,John Muir NHS,2008
39943,8,213,3497,JOMU,John Muir NHS,2008
39944,9,116,1753,JOMU,John Muir NHS,2008
39945,10,117,2013,JOMU,John Muir NHS,2008
39946,11,99,1876,JOMU,John Muir NHS,2008
39947,12,92,1460,JOMU,John Muir NHS,2008
39948,1,164,3101,JOMU,John Muir NHS,2009
39949,2,125,1779,JOMU,John Muir NHS,2009
39950,3,168,2606,JOMU,John Muir NHS,2009
39951,4,200,5787,JOMU,John Muir NHS,2009
39952,5,235,3289,JOMU,John Muir NHS,2009
39953,6,203,2443,JOMU,John Muir NHS,2009
39954,7,227,2953,JOMU,John Muir NHS,2009
39955,8,200,2500,JOMU,John Muir NHS,2009
39956,9,177,1960,JOMU,John Muir NHS,2009
39957,10,157,3592,JOMU,John Muir NHS,2009
39958,11,144,2436,JOMU,John Muir NHS,2009
39959,12,132,2070,JOMU,John Muir NHS,2009
39960,1,124,1954,JOMU,John Muir NHS,2010
39961,2,148,2102,JOMU,John Muir NHS,2010
39962,3,190,2647,JOMU,John Muir NHS,2010
39963,4,194,5811,JOMU,John Muir NHS,2010
39964,5,216,3264,JOMU,John Muir NHS,2010
39965,6,158,2249,JOMU,John Muir NHS,2010
39966,7,146,3666,JOMU,John Muir NHS,2010
39967,8,222,3742,JOMU,John Muir NHS,2010
39968,9,203,2847,JOMU,John Muir NHS,2010
39969,10,112,2850,JOMU,John Muir NHS,2010
39970,11,106,1831,JOMU,John Muir NHS,2010
39971,12,100,1941,JOMU,John Muir NHS,2010
39972,1,102,1376,JOMU,John Muir NHS,2011
39973,2,132,1963,JOMU,John Muir NHS,2011
39974,3,104,2038,JOMU,John Muir NHS,2011
39975,4,133,4582,JOMU,John Muir NHS,2011
39976,5,170,2778,JOMU,John Muir NHS,2011
39977,6,147,2499,JOMU,John Muir NHS,2011
39978,7,143,2759,JOMU,John Muir NHS,2011
39979,8,145,2550,JOMU,John Muir NHS,2011
39980,9,214,3139,JOMU,John Muir NHS,2011
39981,10,166,2824,JOMU,John Muir NHS,2011
39982,11,146,2634,JOMU,John Muir NHS,2011
39983,12,141,2094,JOMU,John Muir NHS,2011
39984,1,169,2549,JOMU,John Muir NHS,2012
39985,2,175,2426,JOMU,John Muir NHS,2012
39986,3,159,2820,JOMU,John Muir NHS,2012
39987,4,183,6040,JOMU,John Muir NHS,2012
39988,5,151,3080,JOMU,John Muir NHS,2012
39989,6,134,2659,JOMU,John Muir NHS,2012
39990,7,177,4321,JOMU,John Muir NHS,2012
39991,8,174,3048,JOMU,John Muir NHS,2012
39992,9,142,3002,JOMU,John Muir NHS,2012
39993,10,102,2974,JOMU,John Muir NHS,2012
39994,11,67,2463,JOMU,John Muir NHS,2012
39995,12,100,2021,JOMU,John Muir NHS,2012
39996,1,112,2923,JOMU,John Muir NHS,2013
39997,2,116,2662,JOMU,John Muir NHS,2013
39998,3,217,3435,JOMU,John Muir NHS,2013
39999,4,119,5828,JOMU,John Muir NHS,2013
40000,5,136,2697,JOMU,John Muir NHS,2013
40001,6,81,2304,JOMU,John Muir NHS,2013
40002,7,86,3773,JOMU,John Muir NHS,2013
40003,8,110,3325,JOMU,John Muir NHS,2013
40004,9,91,3023,JOMU,John Muir NHS,2013
40005,10,27,2206,JOMU,John Muir NHS,2013
40006,11,31,2722,JOMU,John Muir NHS,2013
40007,12,47,2879,JOMU,John Muir NHS,2013
40008,1,50,2299,JOMU,John Muir NHS,2014
40009,2,32,2987,JOMU,John Muir NHS,2014
40010,3,55,3293,JOMU,John Muir NHS,2014
40011,4,93,6378,JOMU,John Muir NHS,2014
40012,5,97,4083,JOMU,John Muir NHS,2014
40013,6,180,3660,JOMU,John Muir NHS,2014
40014,7,116,5105,JOMU,John Muir NHS,2014
40015,8,72,2664,JOMU,John Muir NHS,2014
40016,9,88,3108,JOMU,John Muir NHS,2014
40017,10,122,3016,JOMU,John Muir NHS,2014
40018,11,114,2648,JOMU,John Muir NHS,2014
40019,12,89,2294,JOMU,John Muir NHS,2014
40020,1,88,3206,JOMU,John Muir NHS,2015
40021,2,150,2867,JOMU,John Muir NHS,2015
40022,3,102,4031,JOMU,John Muir NHS,2015
40023,4,76,6383,JOMU,John Muir NHS,2015
40024,5,47,4550,JOMU,John Muir NHS,2015
40025,6,91,3735,JOMU,John Muir NHS,2015
40026,7,57,3570,JOMU,John Muir NHS,2015
40027,8,46,2829,JOMU,John Muir NHS,2015
40028,9,75,2359,JOMU,John Muir NHS,2015
40029,10,74,3750,JOMU,John Muir NHS,2015
40030,11,57,2893,JOMU,John Muir NHS,2015
40031,12,58,2442,JOMU,John Muir NHS,2015
40032,1,69,2775,JOMU,John Muir NHS,2016
40033,2,34,3198,JOMU,John Muir NHS,2016
40034,3,120,3587,JOMU,John Muir NHS,2016
40035,4,35,6974,JOMU,John Muir NHS,2016
40036,5,0,4000,JOMU,John Muir NHS,2016
40037,6,0,4618,JOMU,John Muir NHS,2016
40038,7,0,3848,JOMU,John Muir NHS,2016
40039,8,0,5138,JOMU,John Muir NHS,2016
40040,9,0,4033,JOMU,John Muir NHS,2016
40041,10,0,3843,JOMU,John Muir NHS,2016
40042,11,0,3720,JOMU,John Muir NHS,2016
40043,12,0,3642,JOMU,John Muir NHS,2016
40044,1,24,2508,JOMU,John Muir NHS,2017
40045,2,14,2786,JOMU,John Muir NHS,2017
40046,3,42,3823,JOMU,John Muir NHS,2017
40047,4,26,7509,JOMU,John Muir NHS,2017
40048,5,24,4508,JOMU,John Muir NHS,2017
40049,6,64,3444,JOMU,John Muir NHS,2017
40050,7,23,4090,JOMU,John Muir NHS,2017
40051,8,26,4736,JOMU,John Muir NHS,2017
40052,9,27,3510,JOMU,John Muir NHS,2017
40053,10,23,3818,JOMU,John Muir NHS,2017
40054,11,6,3171,JOMU,John Muir NHS,2017
40055,12,0,2973,JOMU,John Muir NHS,2017
40056,1,32,4259,JOMU,John Muir NHS,2018
40057,2,126,4259,JOMU,John Muir NHS,2018
40058,3,57,3480,JOMU,John Muir NHS,2018
40059,4,42,6456,JOMU,John Muir NHS,2018
40060,5,12,4591,JOMU,John Muir NHS,2018
40061,6,26,4044,JOMU,John Muir NHS,2018
40062,7,32,4121,JOMU,John Muir NHS,2018
40063,8,22,3468,JOMU,John Muir NHS,2018
40064,9,23,3688,JOMU,John Muir NHS,2018
40065,10,32,3721,JOMU,John Muir NHS,2018
40066,11,0,2697,JOMU,John Muir NHS,2018
40067,12,0,2173,JOMU,John Muir NHS,2018
40068,1,0,1480,JOMU,John Muir NHS,2019
40069,2,12,2811,JOMU,John Muir NHS,2019
40070,3,28,4026,JOMU,John Muir NHS,2019
40071,4,19,5704,JOMU,John Muir NHS,2019
40072,5,0,3877,JOMU,John Muir NHS,2019
40073,6,0,3615,JOMU,John Muir NHS,2019
40074,7,0,4497,JOMU,John Muir NHS,2019
40075,8,0,3535,JOMU,John Muir NHS,2019
40076,9,0,3179,JOMU,John Muir NHS,2019
40077,10,0,2957,JOMU,John Muir NHS,2019
40078,11,0,2657,JOMU,John Muir NHS,2019
40079,12,2,2387,JOMU,John Muir NHS,2019
40080,1,0,3267,JOMU,John Muir NHS,2020
40081,2,28,4057,JOMU,John Muir NHS,2020
40082,3,0,2887,JOMU,John Muir NHS,2020
40083,4,0,3395,JOMU,John Muir NHS,2020
40084,5,0,2353,JOMU,John Muir NHS,2020
40085,6,0,5046,JOMU,John Muir NHS,2020
40086,7,0,2328,JOMU,John Muir NHS,2020
40087,8,0,1266,JOMU,John Muir NHS,2020
40088,9,0,1262,JOMU,John Muir NHS,2020
40089,10,0,2682,JOMU,John Muir NHS,2020
40090,11,0,2948,JOMU,John Muir NHS,2020
40091,12,0,2112,JOMU,John Muir NHS,2020
40092,1,0,2265,JOMU,John Muir NHS,2021
40093,2,0,3012,JOMU,John Muir NHS,2021
40094,3,12,3636,JOMU,John Muir NHS,2021
40095,4,0,3591,JOMU,John Muir NHS,2021
40096,5,0,3531,JOMU,John Muir NHS,2021
40097,6,0,2905,JOMU,John Muir NHS,2021
40098,7,0,3476,JOMU,John Muir NHS,2021
40099,8,0,2837,JOMU,John Muir NHS,2021
40100,9,0,2637,JOMU,John Muir NHS,2021
40101,10,0,4093,JOMU,John Muir NHS,2021
40102,11,0,2823,JOMU,John Muir NHS,2021
40103,12,8,2098,JOMU,John Muir NHS,2021
40104,1,0,3923,JOMU,John Muir NHS,2022
40105,2,0,3923,JOMU,John Muir NHS,2022
40106,3,0,3749,JOMU,John Muir NHS,2022
40107,4,0,3578,JOMU,John Muir NHS,2022
40108,5,0,3368,JOMU,John Muir NHS,2022
40109,6,0,2906,JOMU,John Muir NHS,2022
40110,7,0,3249,JOMU,John Muir NHS,2022
40111,8,0,2594,JOMU,John Muir NHS,2022
40112,9,0,2220,JOMU,John Muir NHS,2022
40113,10,0,3083,JOMU,John Muir NHS,2022
40114,11,0,3826,JOMU,John Muir NHS,2022
40115,12,0,2459,JOMU,John Muir NHS,2022
40116,1,0,1930,JOMU,John Muir NHS,2023
40117,2,22,3159,JOMU,John Muir NHS,2023
40118,3,0,2633,JOMU,John Muir NHS,2023
40119,4,0,7548,JOMU,John Muir NHS,2023
40120,5,0,3276,JOMU,John Muir NHS,2023
40121,6,0,5104,JOMU,John Muir NHS,2023
40122,7,0,7239,JOMU,John Muir NHS,2023
40123,8,0,3696,JOMU,John Muir NHS,2023
40124,9,0,4125,JOMU,John Muir NHS,2023
40125,10,0,4252,JOMU,John Muir NHS,2023
40126,11,0,4440,JOMU,John Muir NHS,2023
40127,12,0,3470,JOMU,John Muir NHS,2023
40128,1,109,3078,JOMU,John Muir NHS,2024
40129,2,0,2989,JOMU,John Muir NHS,2024
40130,3,0,4182,JOMU,John Muir NHS,2024
40131,4,0,5830,JOMU,John Muir NHS,2024
40132,5,0,4574,JOMU,John Muir NHS,2024
40133,6,0,4084,JOMU,John Muir NHS,2024
40134,1,355,95278,JOTR,Joshua Tree NP,2007
40135,2,462,124960,JOTR,Joshua Tree NP,2007
40136,3,541,149974,JOTR,Joshua Tree NP,2007
40137,4,605,166256,JOTR,Joshua Tree NP,2007
40138,5,361,105744,JOTR,Joshua Tree NP,2007
40139,6,258,68848,JOTR,Joshua Tree NP,2007
40140,7,260,68325,JOTR,Joshua Tree NP,2007
40141,8,281,73565,JOTR,Joshua Tree NP,2007
40142,9,290,76578,JOTR,Joshua Tree NP,2007
40143,10,404,107220,JOTR,Joshua Tree NP,2007
40144,11,602,156581,JOTR,Joshua Tree NP,2007
40145,12,388,105650,JOTR,Joshua Tree NP,2007
40146,1,378,102205,JOTR,Joshua Tree NP,2008
40147,2,455,127998,JOTR,Joshua Tree NP,2008
40148,3,916,260407,JOTR,Joshua Tree NP,2008
40149,4,669,177975,JOTR,Joshua Tree NP,2008
40150,5,421,113044,JOTR,Joshua Tree NP,2008
40151,6,219,60395,JOTR,Joshua Tree NP,2008
40152,7,233,64621,JOTR,Joshua Tree NP,2008
40153,8,239,66032,JOTR,Joshua Tree NP,2008
40154,9,294,78831,JOTR,Joshua Tree NP,2008
40155,10,453,117308,JOTR,Joshua Tree NP,2008
40156,11,487,129558,JOTR,Joshua Tree NP,2008
40157,12,344,94072,JOTR,Joshua Tree NP,2008
40158,1,358,98513,JOTR,Joshua Tree NP,2009
40159,2,350,97112,JOTR,Joshua Tree NP,2009
40160,3,608,171428,JOTR,Joshua Tree NP,2009
40161,4,656,177361,JOTR,Joshua Tree NP,2009
40162,5,469,123705,JOTR,Joshua Tree NP,2009
40163,6,281,74463,JOTR,Joshua Tree NP,2009
40164,7,247,65923,JOTR,Joshua Tree NP,2009
40165,8,248,67161,JOTR,Joshua Tree NP,2009
40166,9,303,79011,JOTR,Joshua Tree NP,2009
40167,10,452,119870,JOTR,Joshua Tree NP,2009
40168,11,473,126299,JOTR,Joshua Tree NP,2009
40169,12,378,103625,JOTR,Joshua Tree NP,2009
40170,1,402,106932,JOTR,Joshua Tree NP,2010
40171,2,448,123925,JOTR,Joshua Tree NP,2010
40172,3,761,207336,JOTR,Joshua Tree NP,2010
40173,4,689,190427,JOTR,Joshua Tree NP,2010
40174,5,483,131035,JOTR,Joshua Tree NP,2010
40175,6,287,76320,JOTR,Joshua Tree NP,2010
40176,7,266,72789,JOTR,Joshua Tree NP,2010
40177,8,291,80053,JOTR,Joshua Tree NP,2010
40178,9,293,81596,JOTR,Joshua Tree NP,2010
40179,10,434,117098,JOTR,Joshua Tree NP,2010
40180,11,498,134653,JOTR,Joshua Tree NP,2010
40181,12,413,112812,JOTR,Joshua Tree NP,2010
40182,1,426,116050,JOTR,Joshua Tree NP,2011
40183,2,433,119977,JOTR,Joshua Tree NP,2011
40184,3,704,194339,JOTR,Joshua Tree NP,2011
40185,4,699,195244,JOTR,Joshua Tree NP,2011
40186,5,454,124339,JOTR,Joshua Tree NP,2011
40187,6,301,81534,JOTR,Joshua Tree NP,2011
40188,7,270,74707,JOTR,Joshua Tree NP,2011
40189,8,232,64969,JOTR,Joshua Tree NP,2011
40190,9,285,71694,JOTR,Joshua Tree NP,2011
40191,10,400,102752,JOTR,Joshua Tree NP,2011
40192,11,513,135131,JOTR,Joshua Tree NP,2011
40193,12,436,115501,JOTR,Joshua Tree NP,2011
40194,1,412,109800,JOTR,Joshua Tree NP,2012
40195,2,474,128888,JOTR,Joshua Tree NP,2012
40196,3,649,178259,JOTR,Joshua Tree NP,2012
40197,4,673,186175,JOTR,Joshua Tree NP,2012
40198,5,431,117183,JOTR,Joshua Tree NP,2012
40199,6,275,72981,JOTR,Joshua Tree NP,2012
40200,7,275,74748,JOTR,Joshua Tree NP,2012
40201,8,251,68027,JOTR,Joshua Tree NP,2012
40202,9,295,79377,JOTR,Joshua Tree NP,2012
40203,10,372,104590,JOTR,Joshua Tree NP,2012
40204,11,534,145103,JOTR,Joshua Tree NP,2012
40205,12,465,130986,JOTR,Joshua Tree NP,2012
40206,1,409,114833,JOTR,Joshua Tree NP,2013
40207,2,463,130396,JOTR,Joshua Tree NP,2013
40208,3,698,197074,JOTR,Joshua Tree NP,2013
40209,4,703,196575,JOTR,Joshua Tree NP,2013
40210,5,455,127406,JOTR,Joshua Tree NP,2013
40211,6,283,77567,JOTR,Joshua Tree NP,2013
40212,7,260,74274,JOTR,Joshua Tree NP,2013
40213,8,329,89444,JOTR,Joshua Tree NP,2013
40214,9,267,71667,JOTR,Joshua Tree NP,2013
40215,10,206,54688,JOTR,Joshua Tree NP,2013
40216,11,427,120911,JOTR,Joshua Tree NP,2013
40217,12,456,128505,JOTR,Joshua Tree NP,2013
40218,1,333,101069,JOTR,Joshua Tree NP,2014
40219,2,550,152467,JOTR,Joshua Tree NP,2014
40220,3,690,195810,JOTR,Joshua Tree NP,2014
40221,4,683,187219,JOTR,Joshua Tree NP,2014
40222,5,459,125920,JOTR,Joshua Tree NP,2014
40223,6,279,76297,JOTR,Joshua Tree NP,2014
40224,7,304,78413,JOTR,Joshua Tree NP,2014
40225,8,363,94933,JOTR,Joshua Tree NP,2014
40226,9,341,89968,JOTR,Joshua Tree NP,2014
40227,10,498,131935,JOTR,Joshua Tree NP,2014
40228,11,655,175727,JOTR,Joshua Tree NP,2014
40229,12,665,180146,JOTR,Joshua Tree NP,2014
40230,1,668,169097,JOTR,Joshua Tree NP,2015
40231,2,760,200450,JOTR,Joshua Tree NP,2015
40232,3,969,256873,JOTR,Joshua Tree NP,2015
40233,4,819,216432,JOTR,Joshua Tree NP,2015
40234,5,668,177545,JOTR,Joshua Tree NP,2015
40235,6,423,110176,JOTR,Joshua Tree NP,2015
40236,7,382,102545,JOTR,Joshua Tree NP,2015
40237,8,406,107537,JOTR,Joshua Tree NP,2015
40238,9,473,123171,JOTR,Joshua Tree NP,2015
40239,10,616,163512,JOTR,Joshua Tree NP,2015
40240,11,756,200168,JOTR,Joshua Tree NP,2015
40241,12,740,198250,JOTR,Joshua Tree NP,2015
40242,1,769,193843,JOTR,Joshua Tree NP,2016
40243,2,890,236807,JOTR,Joshua Tree NP,2016
40244,3,1218,327072,JOTR,Joshua Tree NP,2016
40245,4,891,242959,JOTR,Joshua Tree NP,2016
40246,5,830,220378,JOTR,Joshua Tree NP,2016
40247,6,417,110505,JOTR,Joshua Tree NP,2016
40248,7,583,149299,JOTR,Joshua Tree NP,2016
40249,8,576,148427,JOTR,Joshua Tree NP,2016
