,Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
39348,7,1700,329978,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39349,8,1700,285400,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39350,9,1700,191257,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39351,10,1700,54908,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39352,11,100,4398,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39353,12,100,1747,JODR,"John D. Rockefeller, Jr. MEM PKWY",2011
39354,1,100,1497,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39355,2,100,1871,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39356,3,100,801,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39357,4,100,2807,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39358,5,1700,71607,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39359,6,1700,241747,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39360,7,1700,335531,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39361,8,1700,301166,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39362,9,1700,178576,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39363,10,1700,52706,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39364,11,100,5079,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39365,12,100,4362,JODR,"John D. Rockefeller, Jr. MEM PKWY",2012
39366,1,100,2535,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39367,2,100,2762,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39368,3,100,2538,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39369,4,100,2448,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39370,5,1700,83588,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39371,6,1700,255585,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39372,7,1700,344955,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39373,8,1700,310794,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39374,9,1700,202407,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39375,10,1700,11581,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39376,11,100,4883,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39377,12,100,4426,JODR,"John D. Rockefeller, Jr. MEM PKWY",2013
39378,1,100,2907,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39379,2,100,2444,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39380,3,100,2382,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39381,4,100,2236,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39382,5,1700,79705,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39383,6,1700,267105,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39384,7,1700,352578,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39385,8,1700,308238,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39386,9,1700,180080,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39387,10,1700,57948,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39388,11,100,4353,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39389,12,100,4866,JODR,"John D. Rockefeller, Jr. MEM PKWY",2014
39390,1,100,2303,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39391,2,100,1997,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39392,3,100,1899,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39393,4,100,2497,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39394,5,1700,88059,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39395,6,1700,288946,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39396,7,1700,382288,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39397,8,1700,337939,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39398,9,1700,231141,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39399,10,1700,84052,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39400,11,100,4609,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39401,12,100,4607,JODR,"John D. Rockefeller, Jr. MEM PKWY",2015
39402,1,100,1995,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39403,2,100,3257,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39404,3,100,2914,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39405,4,100,3527,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39406,5,1700,109679,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39407,6,1700,307303,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39408,7,1700,391975,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39409,8,1700,279798,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39410,9,1700,216798,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39411,10,1700,80978,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39412,11,100,8768,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39413,12,100,4827,JODR,"John D. Rockefeller, Jr. MEM PKWY",2016
39414,1,100,2452,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39415,2,100,2345,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39416,3,100,2102,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39417,4,100,2132,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39418,5,1700,98702,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39419,6,1700,297297,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39420,7,1700,371980,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39421,8,1700,358963,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39422,9,1700,209070,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39423,10,1700,78287,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39424,11,100,5357,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39425,12,100,4605,JODR,"John D. Rockefeller, Jr. MEM PKWY",2017
39426,1,100,2433,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39427,2,100,2553,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39428,3,100,2362,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39429,4,100,2719,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39430,5,1700,123125,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39431,6,1700,314543,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39432,7,1700,369202,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39433,8,1700,339700,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39434,9,1700,256796,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39435,10,1700,81063,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39436,11,100,5400,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39437,12,100,4665,JODR,"John D. Rockefeller, Jr. MEM PKWY",2018
39438,1,100,2518,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39439,2,100,2518,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39440,3,100,2333,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39441,4,100,2623,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39442,5,1700,99854,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39443,6,1700,295038,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39444,7,1700,373508,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39445,8,1700,330191,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39446,9,1700,231367,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39447,10,1700,76465,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39448,11,100,5537,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39449,12,100,4714,JODR,"John D. Rockefeller, Jr. MEM PKWY",2019
39450,1,100,2341,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39451,2,100,2728,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39452,3,100,2420,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39453,4,100,0,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39454,5,1700,45202,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39455,6,1700,233954,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39456,7,1700,350086,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39457,8,1700,327916,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39458,9,1700,261147,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39459,10,1700,138588,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39460,11,100,5259,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39461,12,100,4176,JODR,"John D. Rockefeller, Jr. MEM PKWY",2020
39462,1,100,2347,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39463,2,100,2642,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39464,3,100,2405,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39465,4,100,2698,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39466,5,1700,136557,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39467,6,1700,373679,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39468,7,1700,395870,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39469,8,1700,326628,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39470,9,1700,262254,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39471,10,1700,96244,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39472,11,100,1207,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39473,12,100,1431,JODR,"John D. Rockefeller, Jr. MEM PKWY",2021
39474,1,100,2397,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39475,2,100,2529,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39476,3,100,2249,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39477,4,100,2476,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39478,5,1700,88319,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39479,6,1700,167590,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39480,7,1700,270929,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39481,8,1700,249972,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39482,9,1700,209525,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39483,10,1700,88749,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39484,11,100,2922,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39485,12,100,3539,JODR,"John D. Rockefeller, Jr. MEM PKWY",2022
39486,1,100,662,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39487,2,100,434,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39488,3,100,337,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39489,4,100,241,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39490,5,1700,106189,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39491,6,1700,285868,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39492,7,1700,333082,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39493,8,1700,307733,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39494,9,1700,246285,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39495,10,1700,96054,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39496,11,100,2980,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39497,12,100,2480,JODR,"John D. Rockefeller, Jr. MEM PKWY",2023
39498,1,100,504,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39499,2,100,424,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39500,3,100,174,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39501,4,100,130,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39502,5,1700,116297,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39503,6,1700,303811,JODR,"John D. Rockefeller, Jr. MEM PKWY",2024
39504,1,0,0,JOFI,John F. Kennedy NHS,2007
39505,2,0,0,JOFI,John F. Kennedy NHS,2007
39506,3,0,0,JOFI,John F. Kennedy NHS,2007
39507,4,0,0,JOFI,John F. Kennedy NHS,2007
39508,5,0,1185,JOFI,John F. Kennedy NHS,2007
39509,6,0,1915,JOFI,John F. Kennedy NHS,2007
39510,7,0,2295,JOFI,John F. Kennedy NHS,2007
39511,8,0,2346,JOFI,John F. Kennedy NHS,2007
39512,9,0,1155,JOFI,John F. Kennedy NHS,2007
39513,10,0,0,JOFI,John F. Kennedy NHS,2007
39514,11,0,0,JOFI,John F. Kennedy NHS,2007
39515,12,0,0,JOFI,John F. Kennedy NHS,2007
39516,1,0,11,JOFI,John F. Kennedy NHS,2008
39517,2,0,54,JOFI,John F. Kennedy NHS,2008
39518,3,0,22,JOFI,John F. Kennedy NHS,2008
39519,4,0,28,JOFI,John F. Kennedy NHS,2008
39520,5,0,706,JOFI,John F. Kennedy NHS,2008
39521,6,0,2092,JOFI,John F. Kennedy NHS,2008
39522,7,0,3054,JOFI,John F. Kennedy NHS,2008
39523,8,0,2977,JOFI,John F. Kennedy NHS,2008
39524,9,0,1126,JOFI,John F. Kennedy NHS,2008
39525,10,0,20,JOFI,John F. Kennedy NHS,2008
39526,11,0,0,JOFI,John F. Kennedy NHS,2008
39527,12,0,0,JOFI,John F. Kennedy NHS,2008
39528,1,0,12,JOFI,John F. Kennedy NHS,2009
39529,2,0,60,JOFI,John F. Kennedy NHS,2009
39530,3,0,42,JOFI,John F. Kennedy NHS,2009
39531,4,0,164,JOFI,John F. Kennedy NHS,2009
39532,5,0,2454,JOFI,John F. Kennedy NHS,2009
39533,6,0,2207,JOFI,John F. Kennedy NHS,2009
39534,7,0,3185,JOFI,John F. Kennedy NHS,2009
39535,8,0,3253,JOFI,John F. Kennedy NHS,2009
39536,9,0,1805,JOFI,John F. Kennedy NHS,2009
39537,10,0,2788,JOFI,John F. Kennedy NHS,2009
39538,11,0,363,JOFI,John F. Kennedy NHS,2009
39539,12,0,0,JOFI,John F. Kennedy NHS,2009
39540,1,0,0,JOFI,John F. Kennedy NHS,2010
39541,2,0,0,JOFI,John F. Kennedy NHS,2010
39542,3,0,0,JOFI,John F. Kennedy NHS,2010
39543,4,0,0,JOFI,John F. Kennedy NHS,2010
39544,5,0,1116,JOFI,John F. Kennedy NHS,2010
39545,6,0,1618,JOFI,John F. Kennedy NHS,2010
39546,7,0,2649,JOFI,John F. Kennedy NHS,2010
39547,8,0,2509,JOFI,John F. Kennedy NHS,2010
39548,9,0,1564,JOFI,John F. Kennedy NHS,2010
39549,10,0,7766,JOFI,John F. Kennedy NHS,2010
39550,11,0,244,JOFI,John F. Kennedy NHS,2010
39551,12,0,0,JOFI,John F. Kennedy NHS,2010
39552,1,0,178,JOFI,John F. Kennedy NHS,2011
39553,2,0,131,JOFI,John F. Kennedy NHS,2011
39554,3,0,360,JOFI,John F. Kennedy NHS,2011
39555,4,0,525,JOFI,John F. Kennedy NHS,2011
39556,5,0,1185,JOFI,John F. Kennedy NHS,2011
39557,6,0,1632,JOFI,John F. Kennedy NHS,2011
39558,7,0,2429,JOFI,John F. Kennedy NHS,2011
39559,8,0,3453,JOFI,John F. Kennedy NHS,2011
39560,9,0,1668,JOFI,John F. Kennedy NHS,2011
39561,10,0,6219,JOFI,John F. Kennedy NHS,2011
39562,11,0,433,JOFI,John F. Kennedy NHS,2011
39563,12,0,253,JOFI,John F. Kennedy NHS,2011
39564,1,0,174,JOFI,John F. Kennedy NHS,2012
39565,2,0,255,JOFI,John F. Kennedy NHS,2012
39566,3,0,403,JOFI,John F. Kennedy NHS,2012
39567,4,0,879,JOFI,John F. Kennedy NHS,2012
39568,5,0,1807,JOFI,John F. Kennedy NHS,2012
39569,6,0,2696,JOFI,John F. Kennedy NHS,2012
39570,7,0,3638,JOFI,John F. Kennedy NHS,2012
39571,8,0,3474,JOFI,John F. Kennedy NHS,2012
39572,9,0,1922,JOFI,John F. Kennedy NHS,2012
39573,10,0,6296,JOFI,John F. Kennedy NHS,2012
39574,11,0,971,JOFI,John F. Kennedy NHS,2012
39575,12,0,127,JOFI,John F. Kennedy NHS,2012
39576,1,0,192,JOFI,John F. Kennedy NHS,2013
39577,2,0,146,JOFI,John F. Kennedy NHS,2013
39578,3,0,277,JOFI,John F. Kennedy NHS,2013
39579,4,0,502,JOFI,John F. Kennedy NHS,2013
39580,5,0,1753,JOFI,John F. Kennedy NHS,2013
39581,6,0,2668,JOFI,John F. Kennedy NHS,2013
39582,7,0,3547,JOFI,John F. Kennedy NHS,2013
39583,8,0,3563,JOFI,John F. Kennedy NHS,2013
39584,9,0,1884,JOFI,John F. Kennedy NHS,2013
39585,10,0,983,JOFI,John F. Kennedy NHS,2013
39586,11,0,1502,JOFI,John F. Kennedy NHS,2013
39587,12,0,256,JOFI,John F. Kennedy NHS,2013
39588,1,0,232,JOFI,John F. Kennedy NHS,2014
39589,2,0,153,JOFI,John F. Kennedy NHS,2014
39590,3,0,275,JOFI,John F. Kennedy NHS,2014
39591,4,0,761,JOFI,John F. Kennedy NHS,2014
39592,5,0,1956,JOFI,John F. Kennedy NHS,2014
39593,6,0,3321,JOFI,John F. Kennedy NHS,2014
39594,7,0,4637,JOFI,John F. Kennedy NHS,2014
39595,8,0,4461,JOFI,John F. Kennedy NHS,2014
39596,9,0,2307,JOFI,John F. Kennedy NHS,2014
39597,10,0,7378,JOFI,John F. Kennedy NHS,2014
39598,11,0,625,JOFI,John F. Kennedy NHS,2014
39599,12,0,167,JOFI,John F. Kennedy NHS,2014
39600,1,0,188,JOFI,John F. Kennedy NHS,2015
39601,2,0,120,JOFI,John F. Kennedy NHS,2015
39602,3,0,291,JOFI,John F. Kennedy NHS,2015
39603,4,0,444,JOFI,John F. Kennedy NHS,2015
39604,5,0,1842,JOFI,John F. Kennedy NHS,2015
39605,6,0,2669,JOFI,John F. Kennedy NHS,2015
39606,7,0,4412,JOFI,John F. Kennedy NHS,2015
39607,8,0,3560,JOFI,John F. Kennedy NHS,2015
39608,9,0,2264,JOFI,John F. Kennedy NHS,2015
39609,10,0,2011,JOFI,John F. Kennedy NHS,2015
39610,11,0,462,JOFI,John F. Kennedy NHS,2015
39611,12,0,222,JOFI,John F. Kennedy NHS,2015
39612,1,0,215,JOFI,John F. Kennedy NHS,2016
39613,2,0,368,JOFI,John F. Kennedy NHS,2016
39614,3,0,407,JOFI,John F. Kennedy NHS,2016
39615,4,0,569,JOFI,John F. Kennedy NHS,2016
39616,5,0,1415,JOFI,John F. Kennedy NHS,2016
39617,6,0,3813,JOFI,John F. Kennedy NHS,2016
39618,7,0,3153,JOFI,John F. Kennedy NHS,2016
39619,8,0,3799,JOFI,John F. Kennedy NHS,2016
39620,9,0,2810,JOFI,John F. Kennedy NHS,2016
39621,10,0,8154,JOFI,John F. Kennedy NHS,2016
39622,11,0,513,JOFI,John F. Kennedy NHS,2016
39623,12,0,251,JOFI,John F. Kennedy NHS,2016
39624,1,0,160,JOFI,John F. Kennedy NHS,2017
39625,2,0,578,JOFI,John F. Kennedy NHS,2017
39626,3,0,304,JOFI,John F. Kennedy NHS,2017
39627,4,0,1393,JOFI,John F. Kennedy NHS,2017
39628,5,0,3192,JOFI,John F. Kennedy NHS,2017
39629,6,0,4112,JOFI,John F. Kennedy NHS,2017
39630,7,0,4406,JOFI,John F. Kennedy NHS,2017
39631,8,0,4069,JOFI,John F. Kennedy NHS,2017
39632,9,0,2738,JOFI,John F. Kennedy NHS,2017
39633,10,0,8733,JOFI,John F. Kennedy NHS,2017
39634,11,0,559,JOFI,John F. Kennedy NHS,2017
39635,12,0,155,JOFI,John F. Kennedy NHS,2017
39636,1,0,157,JOFI,John F. Kennedy NHS,2018
39637,2,0,258,JOFI,John F. Kennedy NHS,2018
39638,3,0,477,JOFI,John F. Kennedy NHS,2018
39639,4,0,590,JOFI,John F. Kennedy NHS,2018
39640,5,0,1895,JOFI,John F. Kennedy NHS,2018
39641,6,0,3159,JOFI,John F. Kennedy NHS,2018
39642,7,0,3418,JOFI,John F. Kennedy NHS,2018
39643,8,0,3213,JOFI,John F. Kennedy NHS,2018
39644,9,0,2730,JOFI,John F. Kennedy NHS,2018
39645,10,0,7665,JOFI,John F. Kennedy NHS,2018
39646,11,0,326,JOFI,John F. Kennedy NHS,2018
39647,12,0,189,JOFI,John F. Kennedy NHS,2018
39648,1,0,3,JOFI,John F. Kennedy NHS,2019
39649,2,0,146,JOFI,John F. Kennedy NHS,2019
39650,3,0,217,JOFI,John F. Kennedy NHS,2019
39651,4,0,543,JOFI,John F. Kennedy NHS,2019
39652,5,0,1853,JOFI,John F. Kennedy NHS,2019
39653,6,0,3023,JOFI,John F. Kennedy NHS,2019
39654,7,0,3531,JOFI,John F. Kennedy NHS,2019
39655,8,0,3702,JOFI,John F. Kennedy NHS,2019
39656,9,0,2885,JOFI,John F. Kennedy NHS,2019
39657,10,0,8532,JOFI,John F. Kennedy NHS,2019
39658,11,0,267,JOFI,John F. Kennedy NHS,2019
39659,12,0,136,JOFI,John F. Kennedy NHS,2019
39660,1,0,272,JOFI,John F. Kennedy NHS,2020
39661,2,0,179,JOFI,John F. Kennedy NHS,2020
39662,3,0,0,JOFI,John F. Kennedy NHS,2020
39663,4,0,0,JOFI,John F. Kennedy NHS,2020
39664,5,0,0,JOFI,John F. Kennedy NHS,2020
39665,6,0,0,JOFI,John F. Kennedy NHS,2020
39666,7,0,0,JOFI,John F. Kennedy NHS,2020
39667,8,0,0,JOFI,John F. Kennedy NHS,2020
39668,9,0,0,JOFI,John F. Kennedy NHS,2020
39669,10,0,0,JOFI,John F. Kennedy NHS,2020
39670,11,0,0,JOFI,John F. Kennedy NHS,2020
39671,12,0,0,JOFI,John F. Kennedy NHS,2020
39672,1,0,0,JOFI,John F. Kennedy NHS,2021
39673,2,0,0,JOFI,John F. Kennedy NHS,2021
39674,3,0,0,JOFI,John F. Kennedy NHS,2021
39675,4,0,0,JOFI,John F. Kennedy NHS,2021
39676,5,0,0,JOFI,John F. Kennedy NHS,2021
39677,6,0,0,JOFI,John F. Kennedy NHS,2021
39678,7,0,0,JOFI,John F. Kennedy NHS,2021
39679,8,0,0,JOFI,John F. Kennedy NHS,2021
39680,9,0,0,JOFI,John F. Kennedy NHS,2021
39681,10,0,0,JOFI,John F. Kennedy NHS,2021
39682,11,0,0,JOFI,John F. Kennedy NHS,2021
39683,12,0,0,JOFI,John F. Kennedy NHS,2021
39684,1,0,0,JOFI,John F. Kennedy NHS,2022
39685,2,0,0,JOFI,John F. Kennedy NHS,2022
39686,3,0,0,JOFI,John F. Kennedy NHS,2022
39687,4,0,0,JOFI,John F. Kennedy NHS,2022
39688,5,0,100,JOFI,John F. Kennedy NHS,2022
39689,6,0,0,JOFI,John F. Kennedy NHS,2022
39690,7,0,0,JOFI,John F. Kennedy NHS,2022
39691,8,0,0,JOFI,John F. Kennedy NHS,2022
39692,9,0,0,JOFI,John F. Kennedy NHS,2022
39693,10,0,0,JOFI,John F. Kennedy NHS,2022
39694,11,0,0,JOFI,John F. Kennedy NHS,2022
39695,12,0,0,JOFI,John F. Kennedy NHS,2022
39696,1,0,0,JOFI,John F. Kennedy NHS,2023
39697,2,0,0,JOFI,John F. Kennedy NHS,2023
39698,3,0,0,JOFI,John F. Kennedy NHS,2023
39699,4,0,0,JOFI,John F. Kennedy NHS,2023
39700,5,0,0,JOFI,John F. Kennedy NHS,2023
39701,6,0,0,JOFI,John F. Kennedy NHS,2023
39702,7,0,0,JOFI,John F. Kennedy NHS,2023
39703,8,0,0,JOFI,John F. Kennedy NHS,2023
39704,9,0,142,JOFI,John F. Kennedy NHS,2023
39705,10,0,7176,JOFI,John F. Kennedy NHS,2023
39706,11,0,849,JOFI,John F. Kennedy NHS,2023
39707,12,0,15,JOFI,John F. Kennedy NHS,2023
39708,1,0,16,JOFI,John F. Kennedy NHS,2024
39709,2,0,8,JOFI,John F. Kennedy NHS,2024
39710,3,0,269,JOFI,John F. Kennedy NHS,2024
39711,4,0,362,JOFI,John F. Kennedy NHS,2024
39712,5,0,96,JOFI,John F. Kennedy NHS,2024
39713,6,0,2258,JOFI,John F. Kennedy NHS,2024
39714,1,5082,2102,JOFL,Johnstown Flood NMEM,2007
39715,2,5451,2362,JOFL,Johnstown Flood NMEM,2007
39716,3,4701,5940,JOFL,Johnstown Flood NMEM,2007
39717,4,6066,7886,JOFL,Johnstown Flood NMEM,2007
39718,5,20059,24348,JOFL,Johnstown Flood NMEM,2007
39719,6,8502,22327,JOFL,Johnstown Flood NMEM,2007
39720,7,10979,17400,JOFL,Johnstown Flood NMEM,2007
39721,8,24809,18082,JOFL,Johnstown Flood NMEM,2007
39722,9,7489,9616,JOFL,Johnstown Flood NMEM,2007
39723,10,3019,9046,JOFL,Johnstown Flood NMEM,2007
39724,11,5720,5731,JOFL,Johnstown Flood NMEM,2007
39725,12,3902,1226,JOFL,Johnstown Flood NMEM,2007
39726,1,5454,2117,JOFL,Johnstown Flood NMEM,2008
39727,2,5165,2938,JOFL,Johnstown Flood NMEM,2008
39728,3,4697,4450,JOFL,Johnstown Flood NMEM,2008
39729,4,6458,7646,JOFL,Johnstown Flood NMEM,2008
39730,5,20693,21512,JOFL,Johnstown Flood NMEM,2008
39731,6,9100,26499,JOFL,Johnstown Flood NMEM,2008
39732,7,10903,14709,JOFL,Johnstown Flood NMEM,2008
39733,8,18892,13606,JOFL,Johnstown Flood NMEM,2008
39734,9,26872,15083,JOFL,Johnstown Flood NMEM,2008
39735,10,3487,12031,JOFL,Johnstown Flood NMEM,2008
39736,11,6061,12679,JOFL,Johnstown Flood NMEM,2008
39737,12,4033,2038,JOFL,Johnstown Flood NMEM,2008
39738,1,5506,1718,JOFL,Johnstown Flood NMEM,2009
39739,2,5363,2957,JOFL,Johnstown Flood NMEM,2009
39740,3,5332,3780,JOFL,Johnstown Flood NMEM,2009
39741,4,6922,12967,JOFL,Johnstown Flood NMEM,2009
39742,5,22237,21268,JOFL,Johnstown Flood NMEM,2009
39743,6,20369,9597,JOFL,Johnstown Flood NMEM,2009
39744,7,15102,21915,JOFL,Johnstown Flood NMEM,2009
39745,8,19528,12644,JOFL,Johnstown Flood NMEM,2009
39746,9,29977,11359,JOFL,Johnstown Flood NMEM,2009
39747,10,3660,9338,JOFL,Johnstown Flood NMEM,2009
39748,11,6277,5722,JOFL,Johnstown Flood NMEM,2009
39749,12,3974,1085,JOFL,Johnstown Flood NMEM,2009
39750,1,5903,660,JOFL,Johnstown Flood NMEM,2010
39751,2,5066,1154,JOFL,Johnstown Flood NMEM,2010
39752,3,5733,4554,JOFL,Johnstown Flood NMEM,2010
39753,4,7447,9235,JOFL,Johnstown Flood NMEM,2010
39754,5,30707,5669,JOFL,Johnstown Flood NMEM,2010
39755,6,21848,5863,JOFL,Johnstown Flood NMEM,2010
39756,7,23872,9073,JOFL,Johnstown Flood NMEM,2010
39757,8,18006,17756,JOFL,Johnstown Flood NMEM,2010
39758,9,17923,14957,JOFL,Johnstown Flood NMEM,2010
39759,10,5697,18104,JOFL,Johnstown Flood NMEM,2010
