Month,Others,Recreation Visitors,Visit Code,Visit Name,Year
1,11233,58501,jeff,gateway arch np,2007
2,14164,61331,jeff,gateway arch np,2007
3,25927,150464,jeff,gateway arch np,2007
4,24855,179131,jeff,gateway arch np,2007
5,27190,193919,jeff,gateway arch np,2007
6,35260,243622,jeff,gateway arch np,2007
7,50649,770243,jeff,gateway arch np,2007
8,35445,262811,jeff,gateway arch np,2007
9,28430,166798,jeff,gateway arch np,2007
10,22603,145347,jeff,gateway arch np,2007
11,16495,90539,jeff,gateway arch np,2007
12,15921,62681,jeff,gateway arch np,2007
1,12078,59291,jeff,gateway arch np,2008
2,15571,62121,jeff,gateway arch np,2008
3,27977,143284,jeff,gateway arch np,2008
4,22793,131112,jeff,gateway arch np,2008
5,27217,202886,jeff,gateway arch np,2008
6,38403,237567,jeff,gateway arch np,2008
7,41084,332003,jeff,gateway arch np,2008
8,37570,232820,jeff,gateway arch np,2008
9,21496,130797,jeff,gateway arch np,2008
10,18574,246550,jeff,gateway arch np,2008
11,17304,107076,jeff,gateway arch np,2008
12,10974,69303,jeff,gateway arch np,2008
1,9841,67708,jeff,gateway arch np,2009
2,12015,77608,jeff,gateway arch np,2009
3,23312,148648,jeff,gateway arch np,2009
4,18617,159656,jeff,gateway arch np,2009
5,26101,195478,jeff,gateway arch np,2009
6,31553,254753,jeff,gateway arch np,2009
7,46943,659749,jeff,gateway arch np,2009
8,34992,335663,jeff,gateway arch np,2009
9,24335,152976,jeff,gateway arch np,2009
10,18542,130503,jeff,gateway arch np,2009
11,14875,102587,jeff,gateway arch np,2009
12,9287,74780,jeff,gateway arch np,2009
1,8784,57518,jeff,gateway arch np,2010
2,12921,61079,jeff,gateway arch np,2010
3,19956,162697,jeff,gateway arch np,2010
4,21648,175883,jeff,gateway arch np,2010
5,25779,195918,jeff,gateway arch np,2010
6,35427,247616,jeff,gateway arch np,2010
7,49409,817243,jeff,gateway arch np,2010
8,34319,240563,jeff,gateway arch np,2010
9,26306,159827,jeff,gateway arch np,2010
10,22074,149590,jeff,gateway arch np,2010
11,14280,105479,jeff,gateway arch np,2010
12,11534,62697,jeff,gateway arch np,2010
1,8659,54696,jeff,gateway arch np,2011
2,9584,54884,jeff,gateway arch np,2011
3,21396,133246,jeff,gateway arch np,2011
4,19930,153804,jeff,gateway arch np,2011
5,21633,179766,jeff,gateway arch np,2011
6,36434,178809,jeff,gateway arch np,2011
7,37797,815418,jeff,gateway arch np,2011
8,28477,224103,jeff,gateway arch np,2011
9,20672,143292,jeff,gateway arch np,2011
10,20376,142409,jeff,gateway arch np,2011
11,3837,97614,jeff,gateway arch np,2011
12,12264,80979,jeff,gateway arch np,2011
1,9644,56326,jeff,gateway arch np,2012
2,13110,67671,jeff,gateway arch np,2012
3,23983,187038,jeff,gateway arch np,2012
4,18953,172210,jeff,gateway arch np,2012
5,21976,197670,jeff,gateway arch np,2012
6,28582,284592,jeff,gateway arch np,2012
7,36088,805362,jeff,gateway arch np,2012
8,27576,243878,jeff,gateway arch np,2012
9,18958,152261,jeff,gateway arch np,2012
10,19384,139189,jeff,gateway arch np,2012
11,14238,105522,jeff,gateway arch np,2012
12,12748,85007,jeff,gateway arch np,2012
1,8973,57737,jeff,gateway arch np,2013
2,10896,60013,jeff,gateway arch np,2013
3,21957,163183,jeff,gateway arch np,2013
4,20423,153434,jeff,gateway arch np,2013
5,26309,196822,jeff,gateway arch np,2013
6,37430,265408,jeff,gateway arch np,2013
7,43685,809266,jeff,gateway arch np,2013
8,34327,274111,jeff,gateway arch np,2013
9,22271,148261,jeff,gateway arch np,2013
10,9079,68067,jeff,gateway arch np,2013
11,13031,109961,jeff,gateway arch np,2013
12,13354,70995,jeff,gateway arch np,2013
1,8183,46152,jeff,gateway arch np,2014
2,8327,46773,jeff,gateway arch np,2014
3,15397,157328,jeff,gateway arch np,2014
4,11211,155470,jeff,gateway arch np,2014
5,17244,195476,jeff,gateway arch np,2014
6,25568,262197,jeff,gateway arch np,2014
7,30590,343547,jeff,gateway arch np,2014
8,22266,248366,jeff,gateway arch np,2014
9,12802,113843,jeff,gateway arch np,2014
10,13333,115680,jeff,gateway arch np,2014
11,8806,73153,jeff,gateway arch np,2014
12,0,59106,jeff,gateway arch np,2014
1,0,51474,jeff,gateway arch np,2015
2,0,39539,jeff,gateway arch np,2015
3,0,130502,jeff,gateway arch np,2015
4,0,137609,jeff,gateway arch np,2015
5,0,179949,jeff,gateway arch np,2015
6,0,236179,jeff,gateway arch np,2015
7,0,306785,jeff,gateway arch np,2015
8,0,213293,jeff,gateway arch np,2015
9,0,135086,jeff,gateway arch np,2015
10,0,115196,jeff,gateway arch np,2015
11,0,85422,jeff,gateway arch np,2015
12,0,67622,jeff,gateway arch np,2015
1,0,16552,jeff,gateway arch np,2016
2,0,8387,jeff,gateway arch np,2016
3,0,8387,jeff,gateway arch np,2016
4,0,98719,jeff,gateway arch np,2016
5,0,138336,jeff,gateway arch np,2016
6,0,207288,jeff,gateway arch np,2016
7,0,264652,jeff,gateway arch np,2016
8,0,173446,jeff,gateway arch np,2016
9,0,120732,jeff,gateway arch np,2016
10,0,119830,jeff,gateway arch np,2016
11,0,83136,jeff,gateway arch np,2016
12,0,32390,jeff,gateway arch np,2016
1,0,30163,jeff,gateway arch np,2017
2,0,30233,jeff,gateway arch np,2017
3,0,74140,jeff,gateway arch np,2017
4,0,91530,jeff,gateway arch np,2017
5,0,120796,jeff,gateway arch np,2017
6,0,186788,jeff,gateway arch np,2017
7,0,245532,jeff,gateway arch np,2017
8,0,217438,jeff,gateway arch np,2017
9,0,120806,jeff,gateway arch np,2017
10,0,115574,jeff,gateway arch np,2017
11,0,88069,jeff,gateway arch np,2017
12,0,77119,jeff,gateway arch np,2017
1,0,40170,jeff,gateway arch np,2018
2,0,52068,jeff,gateway arch np,2018
3,0,136466,jeff,gateway arch np,2018
4,0,116666,jeff,gateway arch np,2018
5,0,143522,jeff,gateway arch np,2018
6,0,212462,jeff,gateway arch np,2018
7,0,634978,jeff,gateway arch np,2018
8,0,241684,jeff,gateway arch np,2018
9,0,154380,jeff,gateway arch np,2018
10,0,141037,jeff,gateway arch np,2018
11,0,90061,jeff,gateway arch np,2018
12,0,52686,jeff,gateway arch np,2018
1,0,18962,jeff,gateway arch np,2019
2,0,51416,jeff,gateway arch np,2019
3,0,164238,jeff,gateway arch np,2019
4,0,138309,jeff,gateway arch np,2019
5,0,165964,jeff,gateway arch np,2019
6,0,296149,jeff,gateway arch np,2019
7,0,583866,jeff,gateway arch np,2019
8,0,208999,jeff,gateway arch np,2019
9,0,127764,jeff,gateway arch np,2019
10,0,122770,jeff,gateway arch np,2019
11,0,91836,jeff,gateway arch np,2019
12,0,85036,jeff,gateway arch np,2019
1,0,51753,jeff,gateway arch np,2020
2,0,62958,jeff,gateway arch np,2020
3,0,54112,jeff,gateway arch np,2020
4,0,30000,jeff,gateway arch np,2020
5,0,31000,jeff,gateway arch np,2020
6,0,50905,jeff,gateway arch np,2020
7,0,33748,jeff,gateway arch np,2020
8,0,31610,jeff,gateway arch np,2020
9,0,32146,jeff,gateway arch np,2020
10,0,44372,jeff,gateway arch np,2020
11,0,33888,jeff,gateway arch np,2020
12,0,29529,jeff,gateway arch np,2020
1,0,25026,jeff,gateway arch np,2021
2,0,21258,jeff,gateway arch np,2021
3,0,65025,jeff,gateway arch np,2021
4,0,61664,jeff,gateway arch np,2021
5,0,77152,jeff,gateway arch np,2021
6,0,117599,jeff,gateway arch np,2021
7,0,363556,jeff,gateway arch np,2021
8,0,118126,jeff,gateway arch np,2021
9,0,78848,jeff,gateway arch np,2021
10,0,84326,jeff,gateway arch np,2021
11,0,68249,jeff,gateway arch np,2021
12,0,64252,jeff,gateway arch np,2021
1,0,37942,jeff,gateway arch np,2022
2,0,38975,jeff,gateway arch np,2022
3,0,107142,jeff,gateway arch np,2022
4,0,102741,jeff,gateway arch np,2022
5,0,111872,jeff,gateway arch np,2022
6,0,162685,jeff,gateway arch np,2022
7,0,543140,jeff,gateway arch np,2022
8,0,153348,jeff,gateway arch np,2022
9,0,108741,jeff,gateway arch np,2022
10,0,111471,jeff,gateway arch np,2022
11,0,80576,jeff,gateway arch np,2022
12,0,60141,jeff,gateway arch np,2022
1,0,81397,jeff,gateway arch np,2023
2,0,95271,jeff,gateway arch np,2023
3,0,205586,jeff,gateway arch np,2023
4,0,200997,jeff,gateway arch np,2023
5,0,213062,jeff,gateway arch np,2023
6,0,309799,jeff,gateway arch np,2023
7,0,444863,jeff,gateway arch np,2023
8,0,246598,jeff,gateway arch np,2023
9,0,184624,jeff,gateway arch np,2023
10,0,174886,jeff,gateway arch np,2023
11,0,146410,jeff,gateway arch np,2023
12,0,119343,jeff,gateway arch np,2023
1,0,58573,jeff,gateway arch np,2024
2,0,88836,jeff,gateway arch np,2024
3,0,236061,jeff,gateway arch np,2024
4,0,209455,jeff,gateway arch np,2024
5,0,224478,jeff,gateway arch np,2024
6,0,302480,jeff,gateway arch np,2024
1,0,1508,chsc,little rock central high school nhs,2007
2,0,2563,chsc,little rock central high school nhs,2007
3,0,3100,chsc,little rock central high school nhs,2007
4,0,3940,chsc,little rock central high school nhs,2007
5,0,3972,chsc,little rock central high school nhs,2007
6,0,3085,chsc,little rock central high school nhs,2007
7,0,4862,chsc,little rock central high school nhs,2007
8,0,3300,chsc,little rock central high school nhs,2007
9,0,20020,chsc,little rock central high school nhs,2007
10,0,5431,chsc,little rock central high school nhs,2007
11,0,3377,chsc,little rock central high school nhs,2007
12,0,1780,chsc,little rock central high school nhs,2007
1,0,1650,chsc,little rock central high school nhs,2008
2,0,2719,chsc,little rock central high school nhs,2008
3,0,3978,chsc,little rock central high school nhs,2008
4,0,3549,chsc,little rock central high school nhs,2008
5,0,3752,chsc,little rock central high school nhs,2008
6,0,3002,chsc,little rock central high school nhs,2008
7,0,4055,chsc,little rock central high school nhs,2008
8,0,3055,chsc,little rock central high school nhs,2008
9,0,4301,chsc,little rock central high school nhs,2008
10,0,6726,chsc,little rock central high school nhs,2008
11,0,4317,chsc,little rock central high school nhs,2008
12,0,1198,chsc,little rock central high school nhs,2008
1,0,1640,chsc,little rock central high school nhs,2009
2,0,2220,chsc,little rock central high school nhs,2009
3,0,7601,chsc,little rock central high school nhs,2009
4,0,5721,chsc,little rock central high school nhs,2009
5,0,6284,chsc,little rock central high school nhs,2009
6,0,5341,chsc,little rock central high school nhs,2009
7,0,13510,chsc,little rock central high school nhs,2009
8,0,4425,chsc,little rock central high school nhs,2009
9,0,2614,chsc,little rock central high school nhs,2009
10,0,3463,chsc,little rock central high school nhs,2009
11,0,5632,chsc,little rock central high school nhs,2009
12,0,1652,chsc,little rock central high school nhs,2009
1,0,1724,chsc,little rock central high school nhs,2010
2,0,3234,chsc,little rock central high school nhs,2010
3,0,2885,chsc,little rock central high school nhs,2010
4,0,3264,chsc,little rock central high school nhs,2010
5,0,4540,chsc,little rock central high school nhs,2010
6,0,4166,chsc,little rock central high school nhs,2010
7,0,5366,chsc,little rock central high school nhs,2010
8,0,2218,chsc,little rock central high school nhs,2010
9,0,8266,chsc,little rock central high school nhs,2010
10,0,5063,chsc,little rock central high school nhs,2010
11,0,7144,chsc,little rock central high school nhs,2010
12,0,1870,chsc,little rock central high school nhs,2010
1,0,4069,chsc,little rock central high school nhs,2011
2,0,4928,chsc,little rock central high school nhs,2011
3,0,5142,chsc,little rock central high school nhs,2011
4,0,6178,chsc,little rock central high school nhs,2011
5,0,6883,chsc,little rock central high school nhs,2011
6,0,5684,chsc,little rock central high school nhs,2011
7,0,6786,chsc,little rock central high school nhs,2011
8,0,4392,chsc,little rock central high school nhs,2011
9,0,5820,chsc,little rock central high school nhs,2011
10,0,7008,chsc,little rock central high school nhs,2011
11,0,5385,chsc,little rock central high school nhs,2011
12,0,3831,chsc,little rock central high school nhs,2011
1,0,4622,chsc,little rock central high school nhs,2012
2,0,5095,chsc,little rock central high school nhs,2012
3,0,6024,chsc,little rock central high school nhs,2012
4,0,3920,chsc,little rock central high school nhs,2012
5,0,4565,chsc,little rock central high school nhs,2012
6,0,4875,chsc,little rock central high school nhs,2012
7,0,6150,chsc,little rock central high school nhs,2012
8,0,3250,chsc,little rock central high school nhs,2012
9,0,6456,chsc,little rock central high school nhs,2012
10,0,5311,chsc,little rock central high school nhs,2012
11,0,7774,chsc,little rock central high school nhs,2012
12,0,5896,chsc,little rock central high school nhs,2012
1,0,6455,chsc,little rock central high school nhs,2013
2,0,6433,chsc,little rock central high school nhs,2013
3,0,10999,chsc,little rock central high school nhs,2013
4,0,12420,chsc,little rock central high school nhs,2013
5,0,9368,chsc,little rock central high school nhs,2013
6,0,8634,chsc,little rock central high school nhs,2013
7,0,9071,chsc,little rock central high school nhs,2013
8,0,15407,chsc,little rock central high school nhs,2013
9,0,8457,chsc,little rock central high school nhs,2013
10,0,9108,chsc,little rock central high school nhs,2013
11,0,12544,chsc,little rock central high school nhs,2013
12,0,5248,chsc,little rock central high school nhs,2013
1,0,12102,chsc,little rock central high school nhs,2014
2,0,6616,chsc,little rock central high school nhs,2014
3,0,9649,chsc,little rock central high school nhs,2014
4,0,18634,chsc,little rock central high school nhs,2014
5,0,10048,chsc,little rock central high school nhs,2014
6,0,7991,chsc,little rock central high school nhs,2014
7,0,11614,chsc,little rock central high school nhs,2014
8,0,8491,chsc,little rock central high school nhs,2014
9,0,9709,chsc,little rock central high school nhs,2014
10,0,7759,chsc,little rock central high school nhs,2014
11,0,7056,chsc,little rock central high school nhs,2014
12,0,6239,chsc,little rock central high school nhs,2014
1,0,7441,chsc,little rock central high school nhs,2015
2,0,10055,chsc,little rock central high school nhs,2015
3,0,12728,chsc,little rock central high school nhs,2015
4,0,15938,chsc,little rock central high school nhs,2015
5,0,14345,chsc,little rock central high school nhs,2015
6,0,12200,chsc,little rock central high school nhs,2015
7,0,14145,chsc,little rock central high school nhs,2015
8,0,10369,chsc,little rock central high school nhs,2015
9,0,8843,chsc,little rock central high school nhs,2015
10,0,5109,chsc,little rock central high school nhs,2015
11,0,8924,chsc,little rock central high school nhs,2015
12,0,5859,chsc,little rock central high school nhs,2015
1,0,7065,chsc,little rock central high school nhs,2016
2,0,9487,chsc,little rock central high school nhs,2016
3,0,10995,chsc,little rock central high school nhs,2016
4,0,11410,chsc,little rock central high school nhs,2016
5,0,11253,chsc,little rock central high school nhs,2016
6,0,9948,chsc,little rock central high school nhs,2016
7,0,15604,chsc,little rock central high school nhs,2016
8,0,8287,chsc,little rock central high school nhs,2016
9,0,11094,chsc,little rock central high school nhs,2016
10,0,12630,chsc,little rock central high school nhs,2016
11,0,11351,chsc,little rock central high school nhs,2016
12,0,10416,chsc,little rock central high school nhs,2016
1,0,8846,chsc,little rock central high school nhs,2017
2,0,9792,chsc,little rock central high school nhs,2017
3,0,15775,chsc,little rock central high school nhs,2017
4,0,12472,chsc,little rock central high school nhs,2017
5,0,13426,chsc,little rock central high school nhs,2017
6,0,15132,chsc,little rock central high school nhs,2017
7,0,21296,chsc,little rock central high school nhs,2017
8,0,18540,chsc,little rock central high school nhs,2017
9,0,16547,chsc,little rock central high school nhs,2017
10,0,15234,chsc,little rock central high school nhs,2017
11,0,15223,chsc,little rock central high school nhs,2017
12,0,8130,chsc,little rock central high school nhs,2017
1,0,7303,chsc,little rock central high school nhs,2018
2,0,10443,chsc,little rock central high school nhs,2018
3,0,17750,chsc,little rock central high school nhs,2018
4,0,12166,chsc,little rock central high school nhs,2018
5,0,12168,chsc,little rock central high school nhs,2018
6,0,9451,chsc,little rock central high school nhs,2018
7,0,11284,chsc,little rock central high school nhs,2018
8,0,9072,chsc,little rock central high school nhs,2018
9,0,17377,chsc,little rock central high school nhs,2018
10,0,20217,chsc,little rock central high school nhs,2018
11,0,15303,chsc,little rock central high school nhs,2018
12,0,6564,chsc,little rock central high school nhs,2018
1,0,1704,chsc,little rock central high school nhs,2019
2,0,10758,chsc,little rock central high school nhs,2019
3,0,13502,chsc,little rock central high school nhs,2019
4,0,11136,chsc,little rock central high school nhs,2019
5,0,21234,chsc,little rock central high school nhs,2019
6,0,16339,chsc,little rock central high school nhs,2019
7,0,17368,chsc,little rock central high school nhs,2019
8,0,14386,chsc,little rock central high school nhs,2019
9,0,16843,chsc,little rock central high school nhs,2019
10,0,18133,chsc,little rock central high school nhs,2019
11,0,15253,chsc,little rock central high school nhs,2019
12,0,12262,chsc,little rock central high school nhs,2019
1,0,13903,chsc,little rock central high school nhs,2020
2,0,13404,chsc,little rock central high school nhs,2020
3,0,11974,chsc,little rock central high school nhs,2020
4,0,0,chsc,little rock central high school nhs,2020
5,0,0,chsc,little rock central high school nhs,2020
6,0,702,chsc,little rock central high school nhs,2020
7,0,3631,chsc,little rock central high school nhs,2020
8,0,3194,chsc,little rock central high school nhs,2020
9,0,5550,chsc,little rock central high school nhs,2020
10,0,6589,chsc,little rock central high school nhs,2020
11,0,4746,chsc,little rock central high school nhs,2020
12,0,4804,chsc,little rock central high school nhs,2020
1,0,4086,chsc,little rock central high school nhs,2021
2,0,3356,chsc,little rock central high school nhs,2021
3,0,9897,chsc,little rock central high school nhs,2021
4,0,10325,chsc,little rock central high school nhs,2021
5,0,10055,chsc,little rock central high school nhs,2021
6,0,13803,chsc,little rock central high school nhs,2021
7,0,13386,chsc,little rock central high school nhs,2021
8,0,2005,chsc,little rock central high school nhs,2021
9,0,64,chsc,little rock central high school nhs,2021
10,0,4395,chsc,little rock central high school nhs,2021
11,0,6806,chsc,little rock central high school nhs,2021
12,0,6661,chsc,little rock central high school nhs,2021
1,0,4046,chsc,little rock central high school nhs,2022
2,0,3700,chsc,little rock central high school nhs,2022
3,0,12110,chsc,little rock central high school nhs,2022
4,0,8354,chsc,little rock central high school nhs,2022
5,0,6657,chsc,little rock central high school nhs,2022
6,0,9340,chsc,little rock central high school nhs,2022
7,0,9762,chsc,little rock central high school nhs,2022
8,0,6418,chsc,little rock central high school nhs,2022
9,0,10201,chsc,little rock central high school nhs,2022
10,0,7137,chsc,little rock central high school nhs,2022
11,0,7862,chsc,little rock central high school nhs,2022
12,0,6521,chsc,little rock central high school nhs,2022
1,0,4186,chsc,little rock central high school nhs,2023
2,0,5752,chsc,little rock central high school nhs,2023
3,0,7010,chsc,little rock central high school nhs,2023
4,0,4941,chsc,little rock central high school nhs,2023
5,0,3812,chsc,little rock central high school nhs,2023
6,0,5330,chsc,little rock central high school nhs,2023
7,0,5508,chsc,little rock central high school nhs,2023
8,0,4268,chsc,little rock central high school nhs,2023
9,0,5373,chsc,little rock central high school nhs,2023
10,0,4757,chsc,little rock central high school nhs,2023
11,0,4282,chsc,little rock central high school nhs,2023
12,0,3352,chsc,little rock central high school nhs,2023
1,0,2377,chsc,little rock central high school nhs,2024
2,0,4340,chsc,little rock central high school nhs,2024
3,0,10470,chsc,little rock central high school nhs,2024
4,0,8334,chsc,little rock central high school nhs,2024
5,0,6644,chsc,little rock central high school nhs,2024
6,0,5387,chsc,little rock central high school nhs,2024
1,0,48,isro,isle royale np,2007
2,0,30,isro,isle royale np,2007
3,0,49,isro,isle royale np,2007
4,2,70,isro,isle royale np,2007
5,7,710,isro,isle royale np,2007
6,16,2857,isro,isle royale np,2007
7,6,5377,isro,isle royale np,2007
8,23,5249,isro,isle royale np,2007
9,12,1265,isro,isle royale np,2007
10,0,217,isro,isle royale np,2007
11,0,31,isro,isle royale np,2007
12,0,70,isro,isle royale np,2007
1,0,38,isro,isle royale np,2008
2,0,32,isro,isle royale np,2008
3,0,37,isro,isle royale np,2008
4,1,66,isro,isle royale np,2008
5,60,579,isro,isle royale np,2008
6,7,2569,isro,isle royale np,2008
7,21,4184,isro,isle royale np,2008
8,41,5186,isro,isle royale np,2008
9,50,1107,isro,isle royale np,2008
10,3,194,isro,isle royale np,2008
11,0,19,isro,isle royale np,2008
12,0,27,isro,isle royale np,2008
1,0,31,isro,isle royale np,2009
2,0,32,isro,isle royale np,2009
3,0,43,isro,isle royale np,2009
4,0,72,isro,isle royale np,2009
5,4,653,isro,isle royale np,2009
6,65,2465,isro,isle royale np,2009
7,48,4288,isro,isle royale np,2009
8,58,5332,isro,isle royale np,2009
9,4,1524,isro,isle royale np,2009
10,2,145,isro,isle royale np,2009
11,0,19,isro,isle royale np,2009
12,0,49,isro,isle royale np,2009
1,0,69,isro,isle royale np,2010
2,0,51,isro,isle royale np,2010
3,0,42,isro,isle royale np,2010
4,0,94,isro,isle royale np,2010
5,4,652,isro,isle royale np,2010
6,18,2372,isro,isle royale np,2010
7,9,5245,isro,isle royale np,2010
8,56,5463,isro,isle royale np,2010
9,7,1514,isro,isle royale np,2010
10,6,237,isro,isle royale np,2010
11,0,38,isro,isle royale np,2010
12,0,16,isro,isle royale np,2010
1,0,35,isro,isle royale np,2011
2,0,35,isro,isle royale np,2011
3,0,38,isro,isle royale np,2011
4,0,53,isro,isle royale np,2011
5,56,601,isro,isle royale np,2011
6,19,2501,isro,isle royale np,2011
7,29,5163,isro,isle royale np,2011
8,26,5803,isro,isle royale np,2011
9,10,1332,isro,isle royale np,2011
10,4,272,isro,isle royale np,2011
11,0,39,isro,isle royale np,2011
12,0,20,isro,isle royale np,2011
1,0,31,isro,isle royale np,2012
2,0,41,isro,isle royale np,2012
3,0,56,isro,isle royale np,2012
4,0,61,isro,isle royale np,2012
5,3,692,isro,isle royale np,2012
6,4,2628,isro,isle royale np,2012
7,22,5523,isro,isle royale np,2012
8,12,5467,isro,isle royale np,2012
9,0,1916,isro,isle royale np,2012
10,0,181,isro,isle royale np,2012
11,0,26,isro,isle royale np,2012
12,0,41,isro,isle royale np,2012
1,0,21,isro,isle royale np,2013
2,4,29,isro,isle royale np,2013
3,0,26,isro,isle royale np,2013
4,0,35,isro,isle royale np,2013
5,51,564,isro,isle royale np,2013
6,18,3660,isro,isle royale np,2013
7,6,5087,isro,isle royale np,2013
8,22,5398,isro,isle royale np,2013
9,8,1376,isro,isle royale np,2013
10,0,32,isro,isle royale np,2013
11,0,25,isro,isle royale np,2013
12,0,21,isro,isle royale np,2013
1,6,11,isro,isle royale np,2014
2,2,12,isro,isle royale np,2014
3,0,6,isro,isle royale np,2014
4,0,15,isro,isle royale np,2014
5,10,440,isro,isle royale np,2014
6,25,2548,isro,isle royale np,2014
7,17,4745,isro,isle royale np,2014
8,76,5330,isro,isle royale np,2014
9,23,1284,isro,isle royale np,2014
10,7,122,isro,isle royale np,2014
11,0,19,isro,isle royale np,2014
12,0,28,isro,isle royale np,2014
1,2,12,isro,isle royale np,2015
2,2,20,isro,isle royale np,2015
3,0,41,isro,isle royale np,2015
4,0,78,isro,isle royale np,2015
5,2,947,isro,isle royale np,2015
6,19,3309,isro,isle royale np,2015
7,74,5059,isro,isle royale np,2015
8,26,7081,isro,isle royale np,2015
9,11,1869,isro,isle royale np,2015
10,6,176,isro,isle royale np,2015
11,0,44,isro,isle royale np,2015
12,0,48,isro,isle royale np,2015
1,2,26,isro,isle royale np,2016
2,2,34,isro,isle royale np,2016
3,0,52,isro,isle royale np,2016
4,0,60,isro,isle royale np,2016
5,2,1032,isro,isle royale np,2016
6,18,4040,isro,isle royale np,2016
7,9,7567,isro,isle royale np,2016
8,16,8878,isro,isle royale np,2016
9,6,2911,isro,isle royale np,2016
10,18,235,isro,isle royale np,2016
11,0,70,isro,isle royale np,2016
12,0,61,isro,isle royale np,2016
1,5,47,isro,isle royale np,2017
2,0,67,isro,isle royale np,2017
3,0,87,isro,isle royale np,2017
4,1,128,isro,isle royale np,2017
5,2,1377,isro,isle royale np,2017
6,38,4576,isro,isle royale np,2017
7,28,8212,isro,isle royale np,2017
8,46,10251,isro,isle royale np,2017
9,11,3046,isro,isle royale np,2017
10,2,255,isro,isle royale np,2017
11,0,69,isro,isle royale np,2017
12,0,81,isro,isle royale np,2017
1,6,32,isro,isle royale np,2018
2,0,67,isro,isle royale np,2018
3,6,65,isro,isle royale np,2018
4,0,65,isro,isle royale np,2018
5,29,961,isro,isle royale np,2018
6,40,4751,isro,isle royale np,2018
7,25,7296,isro,isle royale np,2018
8,27,8813,isro,isle royale np,2018
9,14,3168,isro,isle royale np,2018
10,11,474,isro,isle royale np,2018
11,0,55,isro,isle royale np,2018
12,0,51,isro,isle royale np,2018
1,0,4,isro,isle royale np,2019
2,12,37,isro,isle royale np,2019
3,27,55,isro,isle royale np,2019
4,2,61,isro,isle royale np,2019
5,29,1055,isro,isle royale np,2019
6,64,4837,isro,isle royale np,2019
7,67,7714,isro,isle royale np,2019
8,59,8798,isro,isle royale np,2019
9,22,3342,isro,isle royale np,2019
10,9,402,isro,isle royale np,2019
11,0,47,isro,isle royale np,2019
12,0,58,isro,isle royale np,2019
1,5,47,isro,isle royale np,2020
2,8,49,isro,isle royale np,2020
3,13,41,isro,isle royale np,2020
4,0,0,isro,isle royale np,2020
5,0,0,isro,isle royale np,2020
6,10,240,isro,isle royale np,2020
7,33,2160,isro,isle royale np,2020
8,45,2494,isro,isle royale np,2020
9,26,1404,isro,isle royale np,2020
10,10,58,isro,isle royale np,2020
11,0,0,isro,isle royale np,2020
12,0,0,isro,isle royale np,2020
1,0,0,isro,isle royale np,2021
2,0,0,isro,isle royale np,2021
3,0,0,isro,isle royale np,2021
4,5,39,isro,isle royale np,2021
5,13,1206,isro,isle royale np,2021
6,16,5247,isro,isle royale np,2021
7,17,8335,isro,isle royale np,2021
8,22,7513,isro,isle royale np,2021
9,11,3272,isro,isle royale np,2021
10,4,232,isro,isle royale np,2021
11,0,0,isro,isle royale np,2021
12,0,0,isro,isle royale np,2021
1,9,0,isro,isle royale np,2022
2,6,0,isro,isle royale np,2022
3,0,0,isro,isle royale np,2022
4,0,37,isro,isle royale np,2022
5,28,1206,isro,isle royale np,2022
6,30,5224,isro,isle royale np,2022
7,26,7938,isro,isle royale np,2022
8,23,7981,isro,isle royale np,2022
9,0,2849,isro,isle royale np,2022
10,0,219,isro,isle royale np,2022
11,0,0,isro,isle royale np,2022
12,0,0,isro,isle royale np,2022
1,3,0,isro,isle royale np,2023
2,15,0,isro,isle royale np,2023
3,0,0,isro,isle royale np,2023
4,3,51,isro,isle royale np,2023
5,20,1376,isro,isle royale np,2023
6,23,6184,isro,isle royale np,2023
7,12,8766,isro,isle royale np,2023
8,11,8982,isro,isle royale np,2023
9,6,3307,isro,isle royale np,2023
10,1,299,isro,isle royale np,2023
11,0,0,isro,isle royale np,2023
12,0,0,isro,isle royale np,2023
1,7,0,isro,isle royale np,2024
2,0,0,isro,isle royale np,2024
3,0,0,isro,isle royale np,2024
4,12,83,isro,isle royale np,2024
5,10,1689,isro,isle royale np,2024
6,7,5759,isro,isle royale np,2024
1,0,401,jaga,james a. garfield nhs,2007
2,0,798,jaga,james a. garfield nhs,2007
3,0,1470,jaga,james a. garfield nhs,2007
4,0,1434,jaga,james a. garfield nhs,2007
5,0,2806,jaga,james a. garfield nhs,2007
6,0,1425,jaga,james a. garfield nhs,2007
7,0,2876,jaga,james a. garfield nhs,2007
8,0,4753,jaga,james a. garfield nhs,2007
9,0,1019,jaga,james a. garfield nhs,2007
10,0,1019,jaga,james a. garfield nhs,2007
11,0,361,jaga,james a. garfield nhs,2007
12,0,834,jaga,james a. garfield nhs,2007
1,0,213,jaga,james a. garfield nhs,2008
2,0,1992,jaga,james a. garfield nhs,2008
3,0,576,jaga,james a. garfield nhs,2008
4,0,770,jaga,james a. garfield nhs,2008
5,0,2390,jaga,james a. garfield nhs,2008
6,0,1314,jaga,james a. garfield nhs,2008
7,0,2336,jaga,james a. garfield nhs,2008
8,0,9806,jaga,james a. garfield nhs,2008
9,0,1774,jaga,james a. garfield nhs,2008
10,0,3260,jaga,james a. garfield nhs,2008
11,0,1436,jaga,james a. garfield nhs,2008
12,0,1422,jaga,james a. garfield nhs,2008
